A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,heat capacity
3.9902,1.17398,1.05564,2.1183,75.31,-0.2572,0.014,0.2712,1154.3921,0.136091,28.54
3.36919,1.07874,0.82104,3.57,81.09,-0.1789,0.0086,0.1875,1331.997,0.125518,32.552
4.2934,0.89059,0.86156,2.107,73.78,-0.2481,-0.0331,0.215,1342.5318,0.134905,29.798
3.47876,1.19672,0.93515,4.5323,69.95,-0.2373,-0.0332,0.2041,1194.1867,0.112796,29.372
2.47693,1.25312,1.01168,2.6087,71.62,-0.2545,0.0212,0.2757,1213.8867,0.134743,31.859
4.0158,0.91344,0.87001,6.0903,67.86,-0.273,0.0004,0.2734,1336.1721,0.124281,29.234
3.69631,1.01965,0.91412,3.7021,80.21,-0.2434,0.0355,0.279,1322.123,0.173381,31.616
6.03002,0.71706,0.65993,3.533,69.07,-0.246,-0.0213,0.2248,1609.5101,0.122876,29.548
4.82129,0.5713,0.5391,1.2903,72.72,-0.2578,-0.0475,0.2103,1946.4477,0.13098,33.467
4.33488,0.87837,0.84493,3.5334,73.81,-0.2397,0.0022,0.242,1383.6369,0.147894,29.755
3.35987,0.76048,0.66743,3.6841,75.29,-0.2603,-0.0323,0.228,1619.2299,0.134141,32.006
4.33968,0.85721,0.74949,3.2713,63.88,-0.2761,-0.0536,0.2224,1416.8803,0.109978,29.542
5.1631,0.59015,0.57658,3.649,84.76,-0.2487,0.0349,0.2835,1969.7329,0.194747,35.078
15.51308,0.40112,0.39387,4.5983,99.16,-0.2421,-0.0182,0.2239,2629.4065,0.122249,33.953
2.07668,1.113,0.92125,5.3773,77.37,-0.277,-0.0262,0.2508,1343.9115,0.096046,35.061
3.3185,0.75505,0.67231,2.5928,78.6,-0.2493,0.0388,0.288,1710.9633,0.144757,36.891
1.9269,1.27715,0.84655,2.1236,84.53,-0.2433,0.0141,0.2575,1399.0705,0.131121,35.957
1.86907,1.28458,0.85205,2.7526,80.04,-0.2499,-0.0366,0.2133,1395.5342,0.131369,34.751
3.22478,0.95139,0.83889,2.0159,87.38,-0.2303,0.0288,0.2591,1471.0169,0.156949,34.346
2.13156,1.11815,0.92553,0.6508,91.3,-0.227,0.036,0.2629,1399.7373,0.15594,37.076
3.05291,1.01068,0.82968,2.4118,83.34,-0.2315,-0.0205,0.211,1418.4316,0.134278,32.1
3.20512,0.80727,0.68657,4.9938,83.98,-0.2433,0.0105,0.2539,1621.4408,0.134133,33.351
2.47254,1.13443,0.84584,4.0545,77.33,-0.2626,-0.0017,0.2608,1361.7034,0.12278,31.701
3.44413,0.75827,0.69057,3.6568,82.2,-0.2333,0.0466,0.28,1692.5604,0.157497,37.327
4.44169,0.76326,0.71145,1.853,83.59,-0.2353,0.0546,0.2899,1637.8404,0.157721,33.19
6.18638,0.50578,0.48217,2.2108,83.02,-0.2453,0.0374,0.2826,2268.0478,0.155747,34.989
2.48605,1.30821,1.17868,5.1409,74.43,-0.2375,-0.0366,0.2009,1152.1102,0.146554,34.901
2.03336,1.36989,0.94192,2.1543,81.89,-0.2419,-0.0186,0.2234,1305.8651,0.155669,36.08
3.4478,0.91412,0.76991,2.0743,84.79,-0.2247,-0.0494,0.1753,1497.8689,0.157593,35.577
2.84876,1.61377,1.17362,2.6534,72.33,-0.2391,0.0215,0.2606,1052.356,0.147313,32.15
2.70196,1.53492,1.24528,3.3099,71.36,-0.2267,0.0228,0.2495,1047.7445,0.148879,32.906
2.42404,1.62093,1.0909,1.9044,66.06,-0.2589,0.0032,0.2621,1078.2638,0.125521,32.387
3.44174,1.47399,1.2552,9.5141,69.98,-0.2027,-0.0471,0.1556,993.3684,0.125678,27.959
2.63004,1.67119,1.11777,1.6144,67.47,-0.2516,-0.0308,0.2208,1036.7774,0.112743,29.979
2.66927,1.58268,1.18819,5.0397,71.1,-0.2441,0.0063,0.2505,1061.1327,0.149439,29.847
4.1575,1.23823,1.19137,3.3141,71.85,-0.2383,0.0248,0.2631,1070.1117,0.137065,29.457
2.48615,1.61618,1.10151,3.0627,70.1,-0.2418,-0.0315,0.2103,1081.9061,0.122161,30.636
4.1244,1.09626,0.8794,10.0492,90.56,-0.1482,-0.0391,0.1091,1250.1725,0.124506,33.124
2.75799,1.11801,1.01056,3.8318,74.59,-0.2398,-0.0373,0.2025,1258.2602,0.146655,33.979
4.37984,0.89092,0.84275,3.7767,80.88,-0.2415,-0.0138,0.2277,1433.8289,0.169855,33.853
3.29734,1.21622,0.98137,3.6901,69.33,-0.2427,0.0192,0.262,1202.1122,0.136175,32.081
2.55798,1.50764,1.04712,3.7472,81.28,-0.2187,0.0316,0.2504,1190.159,0.169871,33.981
3.45826,1.20534,0.92053,14.7986,71.86,-0.1657,-0.0595,0.1062,1199.9468,0.138342,30.357
3.44039,0.98446,0.77272,2.6643,72.93,-0.2501,-0.0833,0.1669,1444.7755,0.133738,34.249
3.51449,0.8331,0.73227,5.3788,67.39,-0.2469,-0.0376,0.2094,1496.1184,0.120841,33.679
2.84304,1.14787,1.00119,6.28,74.78,-0.2455,0.028,0.2735,1255.5231,0.171781,33.736
4.20738,1.03474,0.95023,1.7958,76.74,-0.2664,0.0164,0.2828,1297.9066,0.158921,31.156
3.83537,0.77734,0.71752,2.194,75.71,-0.2456,-0.0415,0.2041,1567.346,0.144008,33.798
3.71894,0.99054,0.90717,1.2309,82.72,-0.2434,0.0186,0.262,1377.1585,0.171163,33.246
4.09381,0.79715,0.67291,1.8699,75.07,-0.2516,-0.0325,0.2191,1605.3962,0.120006,34.156
4.74629,0.64093,0.61394,3.4255,83.43,-0.2425,0.036,0.2785,1869.128,0.193929,36.508
7.08536,0.52666,0.49474,4.2414,70.86,-0.2601,0.0106,0.2706,2067.775,0.133508,34.626
3.47906,0.70658,0.61984,4.1782,87.57,-0.2501,0.0186,0.2687,1805.4411,0.146595,34.17
2.51703,1.2328,1.03965,3.5293,84.76,-0.2773,0.0226,0.2999,1240.6819,0.167506,39.144
3.79602,0.97192,0.9018,3.9455,68.91,-0.2697,0.0274,0.2971,1296.4012,0.13558,33.131
2.7853,1.30179,1.03053,3.4888,74.89,-0.2816,-0.0007,0.2809,1158.6088,0.121321,33.511
3.23275,1.10256,0.86803,2.1029,76.08,-0.235,0.0003,0.2353,1299.188,0.134161,32.657
2.25855,1.15767,0.93856,0.5749,91.86,-0.2542,0.0555,0.3097,1404.571,0.20249,40.574
3.01293,1.23316,0.98842,4.3123,68.51,-0.2707,0.0089,0.2796,1169.2558,0.123496,30.4
2.59504,1.30155,1.12452,3.4823,71.06,-0.268,0.0292,0.2972,1154.9342,0.14803,31.443
2.39407,1.38767,1.09426,3.6055,71.81,-0.2536,-0.0291,0.2245,1180.8931,0.155506,35.999
2.78236,1.11141,1.03218,2.5092,83.25,-0.2517,-0.0228,0.229,1314.509,0.192232,38.119
3.02035,1.22148,1.07878,2.5017,76.09,-0.2495,0.0222,0.2717,1221.3631,0.169793,35.37
4.06662,0.63226,0.62485,4.0169,90.92,-0.2629,-0.0574,0.2055,1870.7738,0.178253,39.099
2.49415,1.21424,1.06956,2.7371,78.64,-0.2487,-0.0263,0.2224,1250.8776,0.179654,36.822
3.28373,0.80486,0.76119,3.4725,77.19,-0.2566,-0.0373,0.2193,1529.9646,0.156078,36.806
4.25031,0.64213,0.57244,2.9513,78.32,-0.2422,0.0245,0.2667,1886.2033,0.145057,37.222
2.48105,1.14542,1.05724,2.5553,72.62,-0.2631,-0.0403,0.2229,1261.3758,0.155811,35.775
3.77326,0.7217,0.67765,3.0032,77.78,-0.2508,-0.03,0.2209,1719.2198,0.168236,36.764
2.09986,1.20404,1.06767,1.4192,91.36,-0.2604,0.0679,0.3283,1377.5636,0.248776,45.722
2.68007,1.00592,0.87622,5.5285,79.08,-0.2564,0.0212,0.2776,1416.9864,0.180489,39.801
3.39552,0.85303,0.71928,2.1387,86.77,-0.2288,0.0687,0.2975,1658.4532,0.215363,39.774
2.14435,1.19017,0.79717,3.025,77,-0.2673,0.0149,0.2821,1410.8182,0.143439,37.008
1.91343,1.35585,1.1246,3.9928,80.62,-0.2325,-0.0084,0.2241,1241.7159,0.17955,37.983
2.14116,1.26366,1.05991,2.1534,80.16,-0.2447,0.0537,0.2984,1259.208,0.168406,37.673
1.93502,1.46148,1.19165,1.5426,83.65,-0.2511,0.0411,0.2922,1201.5843,0.180141,37.102
3.3942,1.03442,0.97581,1.7394,85.73,-0.2432,0.0828,0.3259,1380.1857,0.203785,37.544
3.16811,1.30678,1.09514,1.7865,70.53,-0.2296,0.0679,0.2976,1148.9093,0.157963,33.344
3.75292,1.08101,0.92355,2.0273,80.82,-0.2181,0.0055,0.2236,1305.859,0.171279,33.306
2.14376,1.51781,1.12721,2.0338,76.07,-0.2647,0.0222,0.2869,1177.1029,0.170009,35.371
2.78305,1.08664,1.04326,2.4093,79.02,-0.2533,0.0766,0.3299,1288.2895,0.181901,35.303
2.61549,1.35708,0.98064,2.5272,79.92,-0.2393,0.0234,0.2626,1246.9885,0.182652,35.309
2.76511,0.99809,0.95417,4.006,80.58,-0.274,0.036,0.3099,1360.6407,0.168854,37.255
3.88258,0.78434,0.72067,1.7505,78.34,-0.2592,0.0508,0.31,1598.6203,0.155296,36.872
2.65611,1.20711,1.07924,3.213,82.86,-0.2515,0.0316,0.2831,1265.4182,0.194751,35.463
2.07935,1.38868,0.927,1.288,79.17,-0.248,-0.0344,0.2136,1313.009,0.180225,35.647
3.25273,0.95533,0.90515,2.3916,85.82,-0.24,0.0303,0.2703,1456.0375,0.192542,37.116
3.79057,0.79017,0.71131,3.9295,79.02,-0.2432,-0.015,0.2282,1614.5621,0.154756,37.787
3.42297,0.81185,0.69279,2.8609,82.8,-0.2465,0.0657,0.3123,1687.003,0.204217,38.877
3.71474,0.9693,0.89947,3.0475,82.52,-0.2213,0.0632,0.2846,1398.3147,0.194017,35.045
3.42919,0.75177,0.67709,2.7841,81.12,-0.2591,-0.0403,0.2189,1714.3494,0.17921,36.674
5.91949,0.48952,0.46853,1.7985,95.34,-0.2379,-0.0076,0.2302,2286.1401,0.155693,38.167
3.65221,0.63541,0.58609,1.3545,90.22,-0.2536,0.0743,0.3279,2017.2336,0.227057,40.854
2.07463,1.44334,0.93241,3.7523,77.26,-0.2831,-0.0825,0.2006,1257.7648,0.145747,33.878
3.77514,1.01005,0.88081,1.0491,71.44,-0.2436,0.069,0.3126,1339.0986,0.1588,31.969
3.33359,0.66491,0.59919,2.4607,81.81,-0.2612,-0.0579,0.2033,1840.069,0.131217,35.262
2.60865,1.12288,1.01211,2.2527,77.38,-0.2448,-0.0402,0.2046,1272.7913,0.167478,37.457
2.65799,1.20097,1.04973,1.928,75.88,-0.2469,-0.0296,0.2173,1226.6207,0.156841,33.129
2.14458,1.23844,0.85508,5.2027,77.92,-0.2489,-0.0291,0.2198,1355.0797,0.156049,34.618
2.40111,1.24115,1.03254,5.5734,75.44,-0.3036,-0.0118,0.2918,1184.009,0.10991,33.885
3.87335,0.86673,0.80509,2.5714,66.3,-0.3164,-0.0037,0.3127,1372.8721,0.110959,33.041
4.41703,0.69351,0.67357,1.3772,89.49,-0.2348,0.0553,0.2901,1745.6184,0.191807,37.838
2.34814,1.14454,0.94635,3.8594,83.01,-0.2755,0.0258,0.3012,1374.7407,0.1901,40.428
2.64129,0.91505,0.83257,2.8607,78.57,-0.2536,-0.0268,0.2268,1475.067,0.153888,37.516
3.22537,0.82887,0.71725,2.0469,85.12,-0.2526,0.0595,0.3121,1605.9917,0.179763,38.252
2.29752,1.21739,0.97048,2.1641,63.95,-0.286,-0.0611,0.2249,1189.4535,0.085396,31.862
2.42735,0.98013,0.87946,3.6924,73.64,-0.2571,-0.0333,0.2239,1403.1456,0.154796,36.045
3.48248,0.76265,0.68704,5.9411,77.42,-0.2427,-0.028,0.2147,1647.8499,0.156599,36.392
3.9634,0.80475,0.79089,1.4577,69.61,-0.2521,0.0045,0.2566,1455.3736,0.133915,34.911
3.02156,0.96241,0.78444,2.3032,67.61,-0.2658,0.0027,0.2684,1412.7552,0.134962,33.958
5.37367,0.5711,0.53149,1.6599,84.58,-0.2592,0.0289,0.2882,2001.688,0.155155,38.264
3.40545,1.52516,1.2186,4.4216,77.11,-0.2528,0.0136,0.2664,1025.1851,0.136058,29.406
2.50332,1.79908,1.35757,3.3988,75,-0.2852,0.0164,0.3017,986.1189,0.149451,30.591
1.86251,1.55501,1.10468,1.0212,89.33,-0.2371,0.0293,0.2664,1207.6229,0.155022,38.104
3.31075,1.69589,1.4878,0.0815,84.17,-0.2352,0.0857,0.3208,981.6095,0.183161,31.657
2.74907,1.6773,1.48318,1.4399,84.21,-0.2311,0.0839,0.315,1025.2809,0.195879,32.962
2.52699,1.40911,1.15415,2.5464,82.87,-0.2398,-0.0195,0.2203,1168.3421,0.180755,35.026
4.00566,1.14937,0.99961,2.1001,83.2,-0.2433,0.0403,0.2836,1229.9387,0.156277,34.726
2.41354,1.72048,1.51892,1.8164,80.3,-0.2535,0.0818,0.3353,1018.2732,0.182793,33.31
2.77529,1.4201,1.26178,3.4683,68.38,-0.261,0.0075,0.2685,1046.9634,0.135713,31.11
2.60786,1.54034,1.49518,0.1826,89.82,-0.2308,0.0227,0.2535,1071.1779,0.207417,34.558
1.83244,1.73967,1.11025,3.3712,73.61,-0.2535,-0.032,0.2215,1144.8796,0.14474,34.468
3.33919,1.16885,1.08019,1.4568,78.52,-0.2456,0.0799,0.3255,1229.16,0.180841,34.865
1.96952,1.6982,1.08075,3.0992,78.83,-0.2734,-0.0495,0.2239,1148.8798,0.145057,34.941
4.62666,0.70042,0.6646,6.0724,86.94,-0.265,-0.0388,0.2262,1640.902,0.122238,33.759
2.41712,1.54253,1.18445,1.2304,85.43,-0.2464,0.0745,0.3209,1170.0703,0.204143,37.602
2.94105,1.67399,1.49431,1.4419,80.42,-0.2228,0.0832,0.3059,999.666,0.183163,32.556
2.42549,1.65722,1.35248,2.9026,74.81,-0.2432,-0.0229,0.2203,1033.0535,0.159239,32.924
3.1238,1.12929,1.01599,2.7937,78.64,-0.2314,-0.0666,0.1648,1250.9726,0.158555,33.9
3.24229,1.21974,1.09608,3.9147,76.73,-0.253,0.0238,0.2768,1185.4662,0.171033,34.589
2.54483,1.33913,1.29512,0.5423,77.36,-0.2485,0.0583,0.3069,1132.1173,0.180921,34.51
2.3446,1.51834,1.14813,1.1778,86.42,-0.2324,-0.0208,0.2116,1140.1678,0.157449,35.552
2.186,1.46171,1.12533,1.6485,78.5,-0.2531,-0.0285,0.2246,1177.9974,0.181297,35.116
3.55695,1.32527,1.17186,2.4434,72.05,-0.2378,0.0407,0.2785,1084.3312,0.147409,30.931
3.29363,1.35698,1.26025,3.412,70.22,-0.2392,-0.0493,0.1898,1026.0567,0.124171,29.648
4.4125,0.80434,0.7788,0.7952,78.46,-0.2596,-0.0337,0.2259,1461.8112,0.145633,33.929
3.4978,0.9623,0.91707,3.4603,80.62,-0.2531,-0.0252,0.228,1351.2715,0.145178,35.421
2.06301,1.72189,1.08061,4.0277,76.29,-0.2771,-0.005,0.2722,1125.5832,0.119849,34.998
3.75205,1.02067,0.86241,1.1676,70.01,-0.2601,-0.03,0.2301,1317.4778,0.121979,32.502
2.98779,1.37154,1.27221,1.0295,74.81,-0.2351,0.0727,0.3077,1088.1483,0.157722,32.253
2.9804,1.34648,1.19088,1.4336,84.63,-0.2271,0.0861,0.3132,1157.2249,0.194783,34.049
2.57038,1.42908,1.17803,3.3426,74.16,-0.23,0.0093,0.2393,1094.0902,0.135483,32.199
3.77712,1.08846,0.97191,2.8279,70.54,-0.2592,-0.0452,0.214,1220.8588,0.132703,31.992
3.57478,1.08315,0.97174,2.4158,77.05,-0.2626,-0.0339,0.2287,1256.4933,0.15756,33.388
3.52513,1.16711,1.15137,3.9477,78.86,-0.2452,-0.0158,0.2293,1152.7766,0.171429,32.643
4.12946,0.92035,0.84991,4.5747,74.68,-0.2704,-0.0547,0.2156,1340.5975,0.133868,33.128
2.1781,1.70507,1.39177,2.923,72.3,-0.2327,-0.0506,0.1821,998.29,0.123624,30.821
2.62572,1.2861,1.17547,4.7099,73.79,-0.2475,-0.0793,0.1682,1130.0837,0.134748,32.667
2.85509,1.30958,1.17854,1.787,69.37,-0.2505,0.0143,0.2648,1098.6886,0.136055,31.371
2.57676,1.50369,1.32591,2.4678,74.54,-0.2786,0.0285,0.3072,1042.1049,0.148318,31.195
2.31362,1.54155,1.39771,2.1377,77.23,-0.2462,0.0229,0.2691,1046.1221,0.147382,32.792
2.38551,1.50038,1.23868,4.1608,69.42,-0.241,-0.0574,0.1836,1069.4136,0.134375,31.826
2.34419,1.55833,1.29399,6.2999,66.71,-0.2959,-0.0294,0.2665,1016.8226,0.099847,28.832
3.32427,1.89592,1.69979,1.4394,83.85,-0.1882,-0.0696,0.1186,886.4405,0.159999,29.12
3.03914,2.0095,1.87639,2.0585,80.04,-0.2035,-0.084,0.1195,849.1182,0.14818,28.313
3.13305,1.72619,1.42764,3.2364,71.39,-0.2336,-0.0254,0.2081,932.969,0.125039,27.338
3.42321,1.98852,1.98561,1.9401,69.27,-0.2157,0.0404,0.2562,779.173,0.126004,24.967
2.55658,2.0111,1.55162,3.5004,68.77,-0.249,-0.0405,0.2085,888.6642,0.113255,27.138
2.56528,2.06159,1.40366,4.463,71.11,-0.2567,0.0114,0.2682,938.217,0.137302,28.306
2.51156,2.04895,1.70133,1.8307,82.43,-0.2244,0.088,0.3124,928.0402,0.172688,29.835
2.94373,1.51082,1.24486,1.8777,81.96,-0.2286,0.0382,0.2668,1060.269,0.14695,31.505
3.19384,1.60541,1.33536,2.5674,72.87,-0.2524,0.0617,0.3141,981.6795,0.135194,29.37
2.71236,1.51588,1.27094,1.1064,87.91,-0.2244,0.0437,0.2682,1080.0014,0.158752,32.662
2.55431,1.67575,1.2676,4.8603,69.88,-0.2308,0.0257,0.2565,987.6595,0.112181,29.422
2.77805,1.90313,1.8062,2.4075,68.9,-0.2154,0.074,0.2894,855.791,0.13841,27.165
2.32607,2.02176,1.73117,1.4744,78.58,-0.2128,0.0163,0.2291,923.8089,0.161286,29.358
3.24553,2.00435,1.56566,1.621,67.92,-0.2103,-0.0128,0.1975,836.3673,0.114064,26.737
2.48168,1.90119,1.3621,4.976,71.97,-0.2275,0.0286,0.2561,969.8923,0.136494,29.963
2.91782,1.84589,1.34942,5.2285,67.72,-0.2355,0.0026,0.2381,944.0507,0.125392,27.842
3.28384,1.26542,1.06836,2.9339,82.12,-0.2346,0.0072,0.2418,1158.8978,0.134066,32.595
3.61359,1.20139,1.12018,2.9318,75.47,-0.2716,0.032,0.3036,1118.2078,0.149451,30.564
3.08896,1.2586,1.12804,1.5989,83.25,-0.2608,0.0875,0.3483,1190.0733,0.182723,32.464
2.18444,1.83948,1.56558,2.1338,77.41,-0.2352,0.0678,0.3029,1005.5971,0.181627,35.304
3.18907,1.32793,1.1436,2.2239,67.35,-0.2624,-0.0211,0.2413,1043.4207,0.100183,29.026
2.37947,1.85244,1.49397,0.8877,75.02,-0.2318,0.0844,0.3162,979.0193,0.159108,31.09
1.98868,1.79182,1.15234,3.6148,82.14,-0.241,-0.0132,0.2278,1104.2048,0.133496,33.186
2.82042,1.34319,1.10681,5.7811,73.66,-0.2316,0.0057,0.2373,1132.1251,0.134479,33.376
2.60135,1.43641,1.10872,2.9613,82.49,-0.2369,-0.0141,0.2228,1175.3479,0.18148,35.054
2.94479,1.2387,1.09423,1.8325,83.46,-0.2303,0.0874,0.3177,1229.8097,0.181558,34.218
2.60159,1.60454,1.17355,2.3816,75.12,-0.2549,0.0169,0.2717,1068.1068,0.133948,32.161
2.65894,1.54336,1.15805,3.9466,82.39,-0.2322,-0.0424,0.1898,1107.2135,0.16022,31.611
2.45411,1.5408,1.23892,2.4553,76.61,-0.2385,-0.0106,0.2279,1094.2183,0.156869,35.213
4.11345,1.11802,0.98437,3.947,78.6,-0.2311,-0.0245,0.2066,1216.9328,0.14733,31.361
3.11634,1.51506,1.25312,2.3549,78.14,-0.2303,0.09,0.3202,1080.4467,0.170483,33.006
3.43242,1.30644,1.21651,1.2504,79.4,-0.2311,0.0912,0.3223,1125.1799,0.171612,32.359
3.88444,1.31984,1.20862,3.9512,75.62,-0.2326,0.0273,0.2599,1069.9507,0.148195,30.573
2.62684,1.87836,1.2975,2.9772,71.71,-0.2352,-0.0315,0.2037,974.0386,0.136511,29.871
3.06129,1.50114,1.15276,3.3406,70.92,-0.2341,-0.041,0.1932,1047.2114,0.122038,30.177
2.93204,1.71733,1.5949,1.5113,73.16,-0.2444,0.0791,0.3235,927.1701,0.161779,29.449
2.45435,1.89752,1.33124,1.8956,80.52,-0.2323,0.0037,0.2359,1013.9646,0.159174,31.722
3.49287,1.35936,1.15335,3.8333,68.66,-0.2425,0.0024,0.245,1078.3534,0.13537,30.462
3.50153,1.28639,1.17012,0.8571,82.24,-0.2284,0.0758,0.3042,1150.5144,0.183992,32.909
2.46712,1.53873,1.33453,3.8359,72.62,-0.2644,0.0303,0.2947,1027.9872,0.135553,33.148
2.73401,1.52421,1.13188,1.0641,83.29,-0.2241,-0.022,0.2021,1091.1572,0.134828,32.433
2.01439,1.80622,1.41123,1.4711,83.79,-0.2231,0.0751,0.2983,1093.9071,0.205236,36.916
2.27817,1.85284,1.22112,3.2137,75.51,-0.2149,-0.0164,0.1985,1058.1928,0.16134,31.852
2.84763,1.67903,1.43595,1.2176,74.3,-0.2425,0.0768,0.3194,970.667,0.160251,31.422
3.21018,1.61505,1.48105,1.4359,73.65,-0.2322,0.0907,0.3229,986.1547,0.159464,31.048
3.10632,1.58155,1.45248,2.2282,76,-0.2326,0.045,0.2776,988.7825,0.159442,30.381
2.68444,1.58085,1.32968,2.5393,77.43,-0.2353,0.0207,0.256,1003.0864,0.123519,30.48
2.73629,2.0772,1.51756,2.2854,74.39,-0.2361,0.0205,0.2566,911.1475,0.149754,28.681
2.60413,1.92089,1.42616,1.6647,77.57,-0.2292,0.0804,0.3096,981.1624,0.173065,30.488
3.81697,1.31681,1.27129,2.0754,79.69,-0.2531,0.0941,0.3472,1078.312,0.159239,30.623
2.91649,1.60657,1.41476,3.7953,75.95,-0.2356,0.0157,0.2513,986.0933,0.149256,29.568
2.09063,1.97934,1.67719,1.4454,78.49,-0.2364,0.0747,0.3111,969.8835,0.171845,32.288
3.58948,1.50103,1.36802,1.8312,81.63,-0.2158,0.0819,0.2977,1038.8353,0.171654,31.47
3.75222,1.72038,1.56881,2.6377,73.45,-0.2193,0.0737,0.293,891.1973,0.150865,27.308
2.38188,1.81647,1.60475,0.906,74.54,-0.241,0.0631,0.3041,959.9825,0.158917,31.722
1.95808,1.80905,1.73493,1.3044,68.08,-0.2093,0.0508,0.2601,948.6945,0.134694,32.487
2.91802,1.8146,1.65315,0.8158,66.53,-0.2249,0.0738,0.2987,896.7978,0.13715,27.791
3.33632,1.8508,1.60987,0.484,77.55,-0.2058,0.0675,0.2733,907.2527,0.161993,28.192
3.11757,1.82983,1.36991,0.7282,86.69,-0.1881,-0.0129,0.1752,977.1488,0.160287,30.16
3.12178,1.51026,1.3853,1.461,70.15,-0.2465,0.0526,0.2991,1009.2558,0.159311,32.171
2.50916,1.7225,1.44232,1.7377,76.48,-0.2436,0.0727,0.3164,1006.6464,0.185522,31.844
2.24143,1.6463,1.42612,2.4003,68.89,-0.2366,-0.025,0.2115,1000.4233,0.133843,32.734
2.57879,2.03404,1.64506,0.7302,74.3,-0.2417,0.0623,0.304,908.4311,0.159974,29.969
2.58297,1.75841,1.30402,1.7516,76.93,-0.2227,0.0224,0.2452,1021.9852,0.162033,31.198
2.57205,1.71474,1.36132,0.2148,87.39,-0.2559,0.082,0.3379,1070.9289,0.208267,33.154
2.52453,1.59492,1.2866,1.942,70.04,-0.2468,-0.0322,0.2146,1026.4232,0.133427,32.347
2.61082,1.44682,1.22123,2.8858,81.4,-0.2353,-0.0128,0.2226,1126.1673,0.182778,33.095
2.49406,1.42157,1.26627,1.8426,72.15,-0.2367,-0.03,0.2067,1076.5907,0.146177,32.253
2.85399,1.8817,1.31549,0.2751,66.65,-0.2452,0.0612,0.3064,946.5782,0.13616,29.846
2.55576,1.94775,1.48076,1.7336,80.7,-0.2273,0.0738,0.3011,980.302,0.185473,30.436
2.90241,1.82726,1.46375,2.4114,73.96,-0.2181,0.0849,0.303,959.5609,0.160957,29.301
2.31151,1.65002,1.31562,5.3917,76.41,-0.2624,0.0301,0.2925,1046.0365,0.148482,30.995
2.71153,1.96211,1.35564,2.3754,78.7,-0.2263,0.0855,0.3118,988.6721,0.172967,30.115
2.69626,1.25963,0.92198,0.8644,92.48,-0.2241,0.0292,0.2533,1323.0408,0.180946,36.775
2.88091,1.22833,0.87506,3.1669,78.89,-0.2615,-0.0501,0.2114,1254.3743,0.123323,30.998
2.68218,1.8534,1.40979,0.5308,89.23,-0.2056,0.0089,0.2145,1012.3676,0.184345,30.89
2.58429,1.7015,1.21887,5.7935,80.64,-0.2124,-0.0151,0.1973,1039.1194,0.150601,30.249
3.17781,1.36127,0.95926,7.0708,82.87,-0.1745,-0.0584,0.1161,1173.3022,0.123611,31.879
3.02259,1.11958,1.04061,3.4901,79.79,-0.2292,-0.0304,0.1988,1257.6424,0.156199,34.514
2.71196,1.54106,1.17245,1.668,84.02,-0.2193,0.0144,0.2337,1151.1838,0.180266,35.869
3.57325,1.17519,0.99496,1.2616,86.42,-0.2239,0.0073,0.2312,1230.8042,0.147032,32.848
3.88147,1.65725,1.46294,1.8395,78.98,-0.2117,0.013,0.2247,942.3076,0.149847,27.476
3.11335,1.54792,1.37033,1.6909,80.36,-0.2244,0.0032,0.2275,1024.2178,0.161068,29.974
2.72969,1.67488,1.17929,0.5565,75.18,-0.2252,-0.0542,0.171,1050.6937,0.136488,32.033
2.50721,1.46279,1.1274,0.3414,91.57,-0.208,0.0248,0.2328,1207.3966,0.208262,34.498
3.136,1.49938,1.20686,1.3832,73.36,-0.2453,0.0231,0.2684,1065.7194,0.148945,29.426
3.07788,1.37329,0.96066,3.2223,73.7,-0.2632,-0.0541,0.2092,1169.2767,0.125122,30.029
2.54189,1.60564,1.15356,1.7323,84.12,-0.2289,0.0166,0.2455,1153.5491,0.180398,36.096
2.45192,1.96409,1.20074,1.8311,70.81,-0.2263,-0.0057,0.2205,997.5484,0.1266,28.924
2.46595,1.59165,1.04192,3.158,84.01,-0.2293,-0.0449,0.1844,1166.4226,0.159429,32.535
2.55654,1.65468,1.22058,1.6692,83.7,-0.2264,0.014,0.2404,1107.5448,0.184649,31.941
2.25555,1.49136,1.04999,1.0455,88.51,-0.2254,0.0283,0.2538,1250.1429,0.207166,35.231
2.29421,2.10153,1.19281,1.5927,71.76,-0.2569,-0.021,0.2359,1002.3496,0.125963,28.894
3.1628,1.23711,1.03965,1.7192,72.43,-0.2504,0.0269,0.2773,1169.657,0.147024,31.729
2.44494,1.49026,1.23329,5.1904,70.75,-0.2601,0.0161,0.2762,1096.9559,0.158045,34.478
2.63377,1.19303,1.07111,3.5175,81.71,-0.238,0.0031,0.241,1192.1629,0.13379,35.797
2.42522,1.24076,1.01398,1.042,82.61,-0.2382,0.0382,0.2764,1254.6808,0.157143,35.118
2.11501,1.38452,1.16061,2.0546,85.99,-0.237,0.0684,0.3054,1240.2819,0.203836,37.737
2.44361,1.30866,1.07578,0.7748,90.98,-0.2503,0.0523,0.3026,1261.1977,0.203618,39.387
2.69423,1.16357,1.15008,1.2059,71.34,-0.2326,0.0515,0.2841,1186.6715,0.156617,35.419
2.89793,1.33712,1.17321,1.4198,83.17,-0.2214,0.075,0.2964,1174.0716,0.181001,34.595
2.47551,1.06704,1.00571,3.315,81.3,-0.2368,-0.0546,0.1822,1317.8678,0.144088,35.435
